catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
0.18052516001026353,0.47058823529411764,0.31654676258992803,0.891604675876727,0.9219653179190743,0.9465240641711237
0.18073745213696757,0.48039215686274506,0.18705035971223022,0.891604675876727,0.8872832369942198,0.9037433155080219
0.26119881482129825,0.5686274509803921,0.2158273381294964,0.873538788522848,0.8554913294797686,0.8903743315508024
0.2638879734468611,0.7843137254901961,0.2805755395683453,0.8459086078639745,0.8208092485549123,0.9144385026737964
0.25525446543421526,0.7254901960784315,0.38848920863309355,0.8235919234856536,0.7630057803468207,0.9438502673796805
0.17875599998239355,0.5882352941176471,0.20143884892086333,0.8820403825717322,0.9219653179190743,0.9652406417112305
0.2019673724714086,0.7549019607843137,0.15107913669064743,0.87778958554729,0.8554913294797686,0.9411764705882355
0.23848286375320749,0.607843137254902,0.23021582733812945,0.8873538788522848,0.8092485549132942,0.9251336898395728
0.21102546473746342,0.5686274509803921,0.33093525179856115,0.8597236981934113,0.8872832369942198,0.930481283422461
0.08704269460112779,0.46078431372549017,0.158273381294964,0.8873538788522848,0.9104046242774562,0.906417112299466
0.09419006573052258,0.5196078431372549,0.47482014388489213,0.87778958554729,0.8323699421965323,0.9331550802139041
0.017974623423319347,0.6764705882352942,0.3381294964028777,0.9319872476089267,0.7312138728323703,0.9465240641711237
0.044582853932245925,0.9313725490196079,0.60431654676259,0.9001062699256112,0.9219653179190743,0.9679144385026746
0.04479514605895063,0.38235294117647056,0.5683453237410072,0.9319872476089267,0.8641618497109835,0.97860962566845
0.04805034389711049,0.33333333333333326,0.6330935251798562,0.9500531349628056,0.5838150289017348,0.9679144385026746
0.055763959461665236,0.3431372549019608,0.18705035971223022,0.8873538788522848,1.0,0.9010695187165787
0.05321636902153237,0.5294117647058824,0.4172661870503598,0.9638682252922424,0.6069364161849711,0.8502673796791447
0.034675494086412684,1.0,1.0,0.9543039319872476,0.6416184971098273,0.8155080213903751
0.02250366601802667,0.5980392156862745,0.6762589928057554,0.9277364505844846,0.7745664739884397,0.7807486631016047
0.008562677921770234,0.5882352941176471,0.5539568345323741,0.9277364505844846,0.9104046242774562,0.8048128342245988
0.0,0.5490196078431373,0.19424460431654672,0.9277364505844846,0.9104046242774562,0.8609625668449201
0.017550039169910603,0.37254901960784315,0.1151079136690647,0.9277364505844846,0.9335260115606925,0.8395721925133701
0.10126670584200292,0.38235294117647056,0.20143884892086333,0.9543039319872476,0.7745664739884397,0.8315508021390379
0.08520270448238221,0.3137254901960784,0.3237410071942446,0.9723698193411264,0.5838150289017348,0.8930481283422465
0.12992701337381662,0.2450980392156863,0.48201438848920863,0.9543039319872476,0.8208092485549123,0.8582887700534769
0.12603494623218392,0.803921568627451,0.525179856115108,0.9234856535600426,0.7745664739884397,0.8689839572192515
0.12900722707532686,0.7058823529411765,0.31654676258992803,0.9319872476089267,0.8554913294797686,0.8957219251336905
0.049465650689486385,0.8431372549019608,0.158273381294964,0.9277364505844846,0.8092485549132942,0.8689839572192515
0.08010751652547632,0.6568627450980392,0.15107913669064743,0.8416578108395325,0.7861271676300579,0.8475935828877006
0.07847991760639639,0.911764705882353,0.22302158273381295,0.8597236981934113,0.7427745664739884,0.8422459893048133
0.13778219712380158,0.8725490196078431,0.2805755395683453,0.8459086078639745,0.7196531791907512,0.8315508021390379
0.18774325508093193,0.7549019607843137,0.5683453237410072,0.8193411264612115,0.7080924855491331,0.8422459893048133
0.23890744092997585,0.7745098039215687,0.5611510791366907,0.8150903294367694,0.8208092485549123,0.9438502673796805
0.23841202658569127,0.823529411764706,0.47482014388489213,0.8150903294367694,0.8323699421965323,1.0
0.24223346885901154,0.6372549019607843,0.47482014388489213,0.8597236981934113,0.6849710982658959,0.9117647058823533
0.24492241518537128,0.696078431372549,0.49640287769784175,0.8820403825717322,0.6416184971098273,0.8770053475935837
0.3880120853161433,0.7647058823529412,0.5323741007194245,0.9139213602550479,0.5722543352601157,0.882352941176471
0.42466924385633353,0.44117647058823534,0.2805755395683453,0.873538788522848,0.8323699421965323,0.8689839572192515
0.3631023899667736,0.45098039215686275,0.4388489208633094,0.8150903294367694,0.8439306358381504,0.8208556149732624
0.38928604329893224,0.38235294117647056,0.40287769784172667,0.8374070138150903,0.8208092485549123,0.8101604278074879
0.4164603200970962,0.2450980392156863,0.37410071942446044,0.873538788522848,0.898843930635838,0.7754010695187166
0.48616526765501744,0.22549019607843135,0.41007194244604317,0.895855472901169,0.9104046242774562,0.7459893048128343
0.46012306220540733,0.196078431372549,0.3381294964028777,0.895855472901169,0.8872832369942198,0.7326203208556148
0.3761233794653367,0.23529411764705876,0.3597122302158273,0.873538788522848,0.8872832369942198,0.7165775401069521
0.42679215097009626,0.3137254901960784,0.4388489208633094,0.9054197662061637,0.8439306358381504,0.7192513368983962
0.4086759664379871,0.5588235294117647,0.381294964028777,0.9001062699256112,0.797687861271676,0.740641711229947
0.4002547505520453,0.4313725490196078,0.3525179856115108,0.9096705632306057,0.8208092485549123,0.7513368983957225
0.4375485660965053,0.48039215686274506,0.2589928057553957,0.8873538788522848,0.7861271676300579,0.7326203208556148
0.41624802797039173,0.4313725490196078,0.3237410071942446,0.9819341126461212,0.45953757225433467,0.7058823529411775
0.4381148176083056,0.696078431372549,0.24460431654676257,0.9638682252922424,0.6502890173410405,0.7032085561497325
0.45531100354272214,0.4313725490196078,0.8129496402877698,0.9319872476089267,0.8872832369942198,0.7219251336898402
0.49607252135124913,0.18627450980392146,0.47482014388489213,0.9096705632306057,0.8641618497109835,0.7192513368983962
0.4704551124542511,0.4313725490196078,0.3525179856115108,0.8639744952178533,0.7630057803468207,0.7299465240641716
0.45955703006945026,0.5784313725490196,0.5899280575539568,0.9001062699256112,0.7196531791907512,0.7727272727272734
0.4980539664291834,0.4117647058823529,0.5179856115107914,0.9596174282678002,0.6416184971098273,0.7727272727272734
0.5600451922729488,0.33333333333333326,0.5611510791366907,0.9681190223166843,0.5173410404624281,0.7780748663101607
0.5321634283796395,0.27450980392156865,0.6258992805755396,0.9319872476089267,0.7312138728323703,0.7860962566844929
0.47647008670964697,0.21568627450980382,0.5107913669064749,0.8820403825717322,0.9219653179190743,0.8048128342245988
0.3663575807282937,0.3137254901960784,0.3237410071942446,0.8597236981934113,0.8554913294797686,0.8101604278074879
0.45757557791487624,0.5,0.09352517985611508,0.9001062699256112,0.5953757225433529,0.7967914438502683
0.44936664707899876,0.3529411764705882,0.1294964028776978,0.851222104144527,0.7312138728323703,0.7700534759358293
0.5489350300606475,0.2450980392156863,0.302158273381295,0.8873538788522848,0.7630057803468207,0.7486631016042784
0.5769584612123482,0.196078431372549,0.3237410071942446,0.9458023379383634,0.797687861271676,0.7513368983957225
0.5619560195592106,0.18627450980392146,0.41007194244604317,0.9139213602550479,0.8439306358381504,0.7486631016042784
0.5740570175367208,0.17647058823529405,0.3525179856115108,0.9001062699256112,0.797687861271676,0.7459893048128343
0.5108626708776827,0.13725490196078427,0.5395683453237411,0.9054197662061637,0.8092485549132942,0.7352941176470598
0.5188593095868561,0.2941176470588235,0.4460431654676259,0.8820403825717322,0.7745664739884397,0.7299465240641716
0.44172375545571807,0.27450980392156865,0.31654676258992803,0.9054197662061637,0.8323699421965323,0.7192513368983962
0.49090649622682747,0.2058823529411764,0.17985611510791366,0.8820403825717322,0.7427745664739884,0.7112299465240648
0.4751255109351855,0.04901960784313719,0.22302158273381295,0.8150903294367694,0.6849710982658959,0.7005347593582893
0.47172885813783694,0.196078431372549,0.2661870503597122,0.7693942614240171,0.6849710982658959,0.689839572192513
0.4258013152048874,0.2058823529411764,0.17985611510791366,0.7874601487778958,0.6618497109826595,0.641711229946524
0.4708088595401434,0.10784313725490191,0.2805755395683453,0.8374070138150903,0.6849710982658959,0.6096256684491985
0.5175853516040672,0.039215686274509776,0.15107913669064743,0.869287991498406,0.6184971098265892,0.5989304812834222
0.5763924290763915,0.0,0.14388489208633093,0.8416578108395325,0.5173410404624281,0.5614973262032095
0.6468757008969739,0.06862745098039202,0.22302158273381295,0.869287991498406,0.3468208092485554,0.5374331550802136
0.6886986722623831,0.1470588235294118,0.2158273381294964,0.8459086078639745,0.3265895953757232,0.524064171122995
0.6841695164414339,0.06862745098039202,0.3669064748201439,0.869287991498406,0.3815028901734099,0.5106951871657754
0.6804897414265056,0.2058823529411764,0.2805755395683453,0.87778958554729,0.41618497109826613,0.4946524064171127
0.7333522501359031,0.37254901960784315,0.24460431654676257,0.8459086078639745,0.33526011560693636,0.48930481283422456
0.7724860628757493,0.45098039215686275,0.24460431654676257,0.8374070138150903,0.2803468208092488,0.4759358288770059
0.8206071307141336,0.28431372549019607,0.2805755395683453,0.891604675876727,0.35838150289017356,0.4625668449197864
0.8938503983277957,0.18627450980392146,0.20863309352517984,0.9596174282678002,0.3930635838150298,0.4598930481283423
0.8041186512507061,0.13725490196078427,0.23021582733812945,0.9458023379383634,0.45953757225433467,0.43048128342246006
0.8160781942690285,0.039215686274509776,0.16546762589928055,0.891604675876727,0.3930635838150298,0.42780748663101686
