catch,Zonal Winds,Meridional Winds,Humidity,Air Temp,Sea Surface Temp
0.08007188440698432,0.47058823529411764,0.31654676258992803,0.891604675876727,0.9219653179190743,0.9465240641711237
0.05177603853100532,0.48039215686274506,0.18705035971223022,0.891604675876727,0.8872832369942198,0.9037433155080219
0.041540939193256854,0.5686274509803921,0.2158273381294964,0.873538788522848,0.8554913294797686,0.8903743315508024
0.002408248043347605,0.7843137254901961,0.2805755395683453,0.8459086078639745,0.8208092485549123,0.9144385026737964
0.0030099337748348276,0.7254901960784315,0.38848920863309355,0.8235919234856536,0.7630057803468207,0.9438502673796805
0.0,0.5882352941176471,0.20143884892086333,0.8820403825717322,0.9219653179190743,0.9652406417112305
0.06742895845875996,0.7549019607843137,0.15107913669064743,0.87778958554729,0.8554913294797686,0.9411764705882355
0.018061107766405904,0.607843137254902,0.23021582733812945,0.8873538788522848,0.8092485549132942,0.9251336898395728
0.07104154124021722,0.5686274509803921,0.33093525179856115,0.8597236981934113,0.8872832369942198,0.930481283422461
0.0951230583985554,0.46078431372549017,0.158273381294964,0.8873538788522848,0.9104046242774562,0.906417112299466
0.08428621312462425,0.5196078431372549,0.47482014388489213,0.87778958554729,0.8323699421965323,0.9331550802139041
0.07043937387116284,0.6764705882352942,0.3381294964028777,0.9319872476089267,0.7312138728323703,0.9465240641711237
0.06441896447923057,0.9313725490196079,0.60431654676259,0.9001062699256112,0.9219653179190743,0.9679144385026746
0.08850048163756785,0.38235294117647056,0.5683453237410072,0.9319872476089267,0.8641618497109835,0.97860962566845
0.06923503913305318,0.33333333333333326,0.6330935251798562,0.9500531349628056,0.5838150289017348,0.9679144385026746
0.08488838049367953,0.3431372549019608,0.18705035971223022,0.8873538788522848,1.0,0.9010695187165787
0.1029499698976526,0.5294117647058824,0.4172661870503598,0.9638682252922424,0.6069364161849711,0.8502673796791447
0.11619506321493134,1.0,1.0,0.9543039319872476,0.6416184971098273,0.8155080213903751
0.0860927152317883,0.5980392156862745,0.6762589928057554,0.9277364505844846,0.7745664739884397,0.7807486631016047
0.11559289584587695,0.5882352941176471,0.5539568345323741,0.9277364505844846,0.9104046242774562,0.8048128342245988
0.1264297411198072,0.5490196078431373,0.19424460431654672,0.9277364505844846,0.9104046242774562,0.8609625668449201
0.1800119205298012,0.37254901960784315,0.1151079136690647,0.9277364505844846,0.9335260115606925,0.8395721925133701
0.17820583985550975,0.38235294117647056,0.20143884892086333,0.9543039319872476,0.7745664739884397,0.8315508021390379
0.25647164358820085,0.3137254901960784,0.3237410071942446,0.9723698193411264,0.5838150289017348,0.8930481283422465
0.2721249849488263,0.2450980392156863,0.48201438848920863,0.9543039319872476,0.8208092485549123,0.8582887700534769
0.2919926550270926,0.803921568627451,0.525179856115108,0.9234856535600426,0.7745664739884397,0.8689839572192515
0.29560481637567815,0.7058823529411765,0.31654676258992803,0.9319872476089267,0.8554913294797686,0.8957219251336905
